title;description;deadline;completed;duration;importance;hatelevel
Unspecified superficial injury of left hip;Unspecified injury of extensor muscle, fascia and tendon of right thumb at wrist and hand level, sequela;;False;55248;2;4
Pressure ulcer of right ankle;Breakdown (mechanical) of umbrella device, subsequent encounter;;False;47171;2;4
Other traumatic nondisplaced spondylolisthesis of second cervical vertebra, subsequent encounter for fracture with routine healing;Maternal care for transverse and oblique lie, other fetus;;True;16290;0;0
Dislocation of metacarpophalangeal joint of left thumb, subsequent encounter;Injury of prostate;;True;9499;1;4
Intraoperative hemorrhage and hematoma of a respiratory system organ or structure complicating other procedure;Burn of second degree of multiple sites of unspecified wrist and hand, subsequent encounter;2024-03-06T00:00:00.0000000+01:00;False;77009;0;2
Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease;Sprain of metatarsophalangeal joint of left great toe, subsequent encounter;;True;50166;0;2
Jumping or diving into swimming pool striking water surface causing other injury;Bitten by nonvenomous lizards, sequela;;False;38150;1;0
Breakdown (mechanical) of internal fixation device of bone of right forearm, subsequent encounter;Nondisplaced Zone III fracture of sacrum, sequela;;False;62673;1;0
Other dislocation of unspecified patella, initial encounter;Unspecified superficial injury of unspecified thumb;2024-11-04T00:00:00.0000000+01:00;True;60085;2;3
Other specified injury of ulnar artery at forearm level, left arm, sequela;Burn of third degree of multiple sites of unspecified wrist and hand, initial encounter;;False;46951;1;0
Corrosion involving larynx and trachea with lung;Poisoning by phenothiazine antipsychotics and neuroleptics, assault, subsequent encounter;2023-08-09T00:00:00.0000000+02:00;False;74255;4;4
Ulcerative (chronic) rectosigmoiditis;Puncture wound without foreign body of left ear, subsequent encounter;2024-02-07T00:00:00.0000000+01:00;True;40463;3;4
Anemia due to enzyme disorder, unspecified;Reiter's disease, shoulder;2024-12-07T00:00:00.0000000+01:00;False;472;4;4
Open bite of other finger with damage to nail, subsequent encounter;Unspecified fracture of head of unspecified femur, subsequent encounter for open fracture type I or II with routine healing;;False;17139;0;2
Chronic meningitis;Microcystoid degeneration of retina, right eye;2024-11-06T00:00:00.0000000+01:00;False;53109;4;2
Unspecified occupant of special industrial vehicle injured in nontraffic accident;Sprain of sternoclavicular (joint) (ligament), subsequent encounter;2023-12-09T00:00:00.0000000+01:00;True;64632;0;2
Posterior dislocation of proximal end of tibia, right knee, sequela;Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing;2024-02-02T00:00:00.0000000+01:00;False;75111;3;2
Chronic viral hepatitis B with delta-agent;Poisoning by drugs affecting uric acid metabolism, undetermined;;True;10043;3;4
Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with malunion;Convergence insufficiency;2024-03-06T00:00:00.0000000+01:00;False;79012;4;1
Displaced fracture of neck of scapula, unspecified shoulder, sequela;Dislocation of carpometacarpal joint of right thumb, initial encounter;;False;41828;2;1
