title;description;deadline;completed;duration;importance;hatelevel
Unspecified fracture of upper end of unspecified radius, subsequent encounter for closed fracture with nonunion;Laceration of ovary, bilateral, subsequent encounter;;True;48516;5;4
Other congenital malformations of brain;Salter-Harris Type II physeal fracture of right metatarsal, subsequent encounter for fracture with malunion;2023-07-10T00:00:00.0000000+02:00;True;68635;2;1
Other recurrent atlantoaxial dislocation;Poisoning by local astringents and local detergents, assault, sequela;;True;16487;3;1
Malaise and fatigue;Displaced pilon fracture of right tibia, initial encounter for closed fracture;;True;59207;4;4
Nondisplaced oblique fracture of shaft of unspecified radius;Laceration without foreign body of left buttock, subsequent encounter;2024-08-01T00:00:00.0000000+02:00;True;9592;1;5
Laceration of unspecified tibial artery, left leg, sequela;Nondisplaced transverse fracture of shaft of right femur, subsequent encounter for closed fracture with malunion;;False;35771;4;5
Partial traumatic metacarpophalangeal amputation of left ring finger, subsequent encounter;Other acute pancreatitis with uninfected necrosis;;True;60874;2;5
Oppositional defiant disorder;Poisoning by saline and osmotic laxatives, accidental (unintentional), subsequent encounter;2024-09-04T00:00:00.0000000+02:00;True;19500;5;3
Subacute osteomyelitis;Other fracture of upper end of humerus;;True;39436;2;1
Injury of other nerves at hip and thigh level, unspecified leg, subsequent encounter;4-part fracture of surgical neck of unspecified humerus, initial encounter for open fracture;2024-12-05T00:00:00.0000000+01:00;True;55723;2;5
Traumatic rupture of left ear drum;Other specified injury of blood vessel of other and unspecified finger;;False;84968;2;1
Corrosions involving 70-79% of body surface with 20-29% third degree corrosion;Burn of second degree of right ankle, sequela;;False;72204;5;3
Displaced bicondylar fracture of unspecified tibia, subsequent encounter for open fracture type I or II with malunion;Nondisplaced fracture of distal phalanx of unspecified great toe, sequela;2023-03-09T00:00:00.0000000+01:00;True;27004;2;2
Leakage of cranial or spinal infusion catheter, initial encounter;Cardiac failure due to anesthesia during pregnancy;;False;53197;4;4
Unspecified fracture of sacrum, initial encounter for open fracture;Other specified injury of axillary or brachial vein, left side, initial encounter;;True;12631;2;3
Osteitis deformans in neoplastic diseases, right lower leg;Other psychoactive substance dependence;2024-02-01T00:00:00.0000000+01:00;True;46159;4;1
Maternal care for other (suspected) fetal abnormality and damage, fetus 1;Open bite of unspecified toe(s) with damage to nail, initial encounter;;True;3424;1;4
Displaced trimalleolar fracture of unspecified lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;Superficial foreign body, right lesser toe(s);2024-01-02T00:00:00.0000000+01:00;False;81555;4;3
Displaced comminuted fracture of shaft of right femur, subsequent encounter for open fracture type I or II with routine healing;Unspecified fracture of head of left femur, subsequent encounter for open fracture type I or II with nonunion;2024-03-03T00:00:00.0000000+01:00;True;65758;1;4
